year,state,state_po,county_name,Population,Median Age,Household Income,Per Capita Income,Poverty Rate,Winner
2016,WASHINGTON,WA,COWLITZ,102854.0,41.7,49127.0,24756.0,16.59634044373578,Republican
2016,WASHINGTON,WA,COWLITZ,102854.0,41.7,49127.0,24756.0,16.59634044373578,Republican
2016,WASHINGTON,WA,FERRY,7639.0,48.2,39555.0,21146.0,23.183662783086792,Republican
2016,WASHINGTON,WA,FERRY,7639.0,48.2,39555.0,21146.0,23.183662783086792,Republican
2016,WASHINGTON,WA,LEWIS,75724.0,43.1,44526.0,22947.0,16.02002007289631,Republican
2016,WASHINGTON,WA,LEWIS,75724.0,43.1,44526.0,22947.0,16.02002007289631,Republican
2016,WASHINGTON,WA,DOUGLAS,40101.0,37.1,53758.0,23966.0,13.291439116231516,Republican
2016,WASHINGTON,WA,DOUGLAS,40101.0,37.1,53758.0,23966.0,13.291439116231516,Republican
2016,WASHINGTON,WA,ISLAND,80113.0,44.3,60261.0,32503.0,9.18951980327787,Democrat
2016,WASHINGTON,WA,ISLAND,80113.0,44.3,60261.0,32503.0,9.18951980327787,Democrat
2016,GEORGIA,GA,ECHOLS,4025.0,37.1,35354.0,17989.0,30.161490683229815,Republican
2016,GEORGIA,GA,ECHOLS,4025.0,37.1,35354.0,17989.0,30.161490683229815,Republican
2016,GEORGIA,GA,GLYNN,82623.0,40.6,46475.0,27819.0,18.36897716132312,Republican
2016,GEORGIA,GA,GLYNN,82623.0,40.6,46475.0,27819.0,18.36897716132312,Republican
2016,GEORGIA,GA,DEKALB,723902.0,35.2,52623.0,30517.0,18.6254493011485,Democrat
2016,GEORGIA,GA,DEKALB,723902.0,35.2,52623.0,30517.0,18.6254493011485,Democrat
2016,GEORGIA,GA,HARALSON,28667.0,40.8,42281.0,21838.0,19.956744689015245,Republican
2016,GEORGIA,GA,HARALSON,28667.0,40.8,42281.0,21838.0,19.956744689015245,Republican
2016,GEORGIA,GA,JACKSON,62131.0,38.5,54246.0,23982.0,13.407155848127344,Republican
2016,GEORGIA,GA,JACKSON,62131.0,38.5,54246.0,23982.0,13.407155848127344,Republican
2016,GEORGIA,GA,JEFFERSON,16201.0,38.7,28417.0,16986.0,27.992099253132523,Democrat
2016,GEORGIA,GA,JEFFERSON,16201.0,38.7,28417.0,16986.0,27.992099253132523,Democrat
2016,GEORGIA,GA,JONES,28701.0,40.2,54020.0,26602.0,13.54656632173095,Republican
2016,GEORGIA,GA,JONES,28701.0,40.2,54020.0,26602.0,13.54656632173095,Republican
2016,GEORGIA,GA,LINCOLN,7712.0,47.3,34720.0,23582.0,25.142634854771785,Republican
2016,GEORGIA,GA,LINCOLN,7712.0,47.3,34720.0,23582.0,25.142634854771785,Republican
2016,GEORGIA,GA,MURRAY,39358.0,37.4,38136.0,17856.0,18.58580212409167,Republican
2016,GEORGIA,GA,MURRAY,39358.0,37.4,38136.0,17856.0,18.58580212409167,Republican
2016,GEORGIA,GA,MUSCOGEE,200303.0,33.6,42661.0,23747.0,19.972741296935144,Democrat
2016,GEORGIA,GA,MUSCOGEE,200303.0,33.6,42661.0,23747.0,19.972741296935144,Democrat
2016,GEORGIA,GA,PULASKI,11460.0,41.4,38880.0,17587.0,20.43630017452007,Republican
2016,GEORGIA,GA,PULASKI,11460.0,41.4,38880.0,17587.0,20.43630017452007,Republican
2016,GEORGIA,GA,RABUN,16312.0,48.4,38277.0,24374.0,21.401422265816578,Republican
2016,GEORGIA,GA,RABUN,16312.0,48.4,38277.0,24374.0,21.401422265816578,Republican
2016,GEORGIA,GA,STEWART,5791.0,37.3,20882.0,13883.0,28.7687791400449,Democrat
2016,GEORGIA,GA,STEWART,5791.0,37.3,20882.0,13883.0,28.7687791400449,Democrat
2016,GEORGIA,GA,TOWNS,10976.0,53.0,39321.0,21671.0,13.921282798833818,Republican
2016,GEORGIA,GA,TOWNS,10976.0,53.0,39321.0,21671.0,13.921282798833818,Republican
2016,GEORGIA,GA,TREUTLEN,6711.0,40.3,40204.0,21307.0,17.6426762032484,Republican
2016,GEORGIA,GA,TREUTLEN,6711.0,40.3,40204.0,21307.0,17.6426762032484,Republican
2016,GEORGIA,GA,TURNER,8151.0,39.2,34667.0,17149.0,26.46301067353699,Republican
2016,GEORGIA,GA,TURNER,8151.0,39.2,34667.0,17149.0,26.46301067353699,Republican
2016,GEORGIA,GA,ATKINSON,8268.0,35.3,31296.0,19002.0,27.45524915336236,Republican
2016,GEORGIA,GA,ATKINSON,8268.0,35.3,31296.0,19002.0,27.45524915336236,Republican
2016,GEORGIA,GA,APPLING,18410.0,38.8,37388.0,19607.0,20.06518196632265,Republican
2016,GEORGIA,GA,APPLING,18410.0,38.8,37388.0,19607.0,20.06518196632265,Republican
2016,GEORGIA,GA,BRANTLEY,18403.0,39.9,36837.0,17320.0,20.898766505461065,Republican
2016,GEORGIA,GA,BRANTLEY,18403.0,39.9,36837.0,17320.0,20.898766505461065,Republican
2016,GEORGIA,GA,BEN HILL,17405.0,39.1,29510.0,15311.0,34.1740879057742,Republican
2016,GEORGIA,GA,BEN HILL,17405.0,39.1,29510.0,15311.0,34.1740879057742,Republican
2016,GEORGIA,GA,CATOOSA,65645.0,39.3,52265.0,23834.0,11.729758549775307,Republican
2016,GEORGIA,GA,CATOOSA,65645.0,39.3,52265.0,23834.0,11.729758549775307,Republican
2016,GEORGIA,GA,CHATTOOGA,25046.0,40.3,35245.0,17381.0,20.689930527828796,Republican
2016,GEORGIA,GA,CHATTOOGA,25046.0,40.3,35245.0,17381.0,20.689930527828796,Republican
2016,GEORGIA,GA,COLUMBIA,139904.0,36.5,71962.0,31004.0,9.452910567246112,Republican
